mean_pnl,std_pnl,median_pnl,p01_pnl,p05_pnl,p95_pnl,expected_shortfall_5,worst_pnl,best_pnl
-67.59556993018488,73.99491377749513,-59.015173236840695,-279.9796459946399,-202.59510113912498,36.63686425646562,-248.75405381904366,-451.06345263784164,103.0960404876536
