time_to_maturity,skew_slope,atm_intercept
0.08,-0.1290816591504744,0.18827842738824127
0.25,-0.12834976358519226,0.19199070209924943
0.5,-0.1283497211526568,0.19629745812604157
1.0,-0.1283497266414443,0.20226373602405076
2.0,-0.12834971241917603,0.2080773435709614
