metric,mean,std,min,median,max
pnl,-10.89370748472034,57.96339555971766,-117.76628407598363,0.0,43.571464648474624
delta_exposure,-7.414955384684077,1.8893572217547223,-8.967188458256562,-8.187582090185881,-4.189297402998495
gamma_exposure,-0.18440130349445535,0.05842425349318358,-0.292567500155781,-0.1684626430025689,-0.1157833799955171
vega_exposure,-481.0518007252044,61.96441090461555,-537.4654963350421,-501.93017871034334,-357.70550519477734
theta_exposure,94.67616096896428,26.770390017435584,49.86105911623509,101.862692121292,132.0786332182649
