scenario,mean_pnl,std_pnl,median_pnl,p05_pnl,p95_pnl,mean_terminal_price,initial_option_price,initial_delta
matching_vol_no_costs,0.004154480140363141,0.44017802689203384,0.005580945105039703,-0.707982074855361,0.7293698939727812,105.34639753508118,10.450583572185565,0.6368306511756191
matching_vol_with_costs,-0.6317270546105006,0.4848289432123537,-0.5738923737759155,-1.5121072295573126,0.05038582323466327,105.34639753508118,10.450583572185565,0.6368306511756191
realized_vol_above_hedge_vol,-1.9913754584436236,1.0022692048815134,-1.8523899816936895,-3.821172362706476,-0.6276742095543503,105.38471194323805,10.450583572185565,0.6368306511756191
