n_paths,price,standard_error,ci_95_low,ci_95_high
1000,11.326859451122205,0.5025466758541266,10.341867966448117,12.311850935796294
2500,10.262563826196418,0.28395530654513124,9.706011425367961,10.819116227024875
5000,10.070781567714311,0.20267796939164517,9.673532747706687,10.468030387721935
10000,10.65128529493297,0.14912452390735134,10.359001228074561,10.94356936179138
25000,10.469153708476135,0.09347838121636187,10.285936081292066,10.652371335660204
50000,10.386613462794523,0.06531789149351082,10.258590395467243,10.514636530121804
75000,10.434972497871904,0.05364210143465223,10.329833979059986,10.540111016683822
