step,time,mean_spot,mean_delta,mean_stock_position,mean_cash,mean_trade
64,0.25396825396825395,101.17412150002644,0.6159250733413655,0.6159250733413655,-53.728209823045695,-0.0002468005580177743
65,0.2579365079365079,101.21601929637198,0.6158981281787316,0.6158981281787316,-53.76745791037893,-2.6945162633986787e-05
66,0.26190476190476186,101.22384842866106,0.6152528226248154,0.6152528226248154,-53.747685505540915,-0.0006453055539160914
67,0.26587301587301587,101.23331395926499,0.6147818212402307,0.6147818212402307,-53.74412442785297,-0.00047100138458466
68,0.2698412698412698,101.27565236117312,0.614937711855305,0.614937711855305,-53.800368156818664,0.0001558906150742628
69,0.2738095238095238,101.32778469506235,0.6153796505654975,0.6153796505654975,-53.87829034814295,0.00044193871019246827
70,0.2777777777777778,101.3468966058234,0.6151279407674863,0.6151279407674863,-53.89258838312123,-0.00025170979801122364
71,0.28174603174603174,101.35726827605126,0.6145456179778562,0.6145456179778562,-53.877433277607196,-0.0005823227896301087
72,0.2857142857142857,101.39987300693359,0.6144999446625676,0.6144999446625676,-53.91469924389031,-4.5673315288568184e-05
73,0.28968253968253965,101.40222407920834,0.6138887279122686,0.6138887279122686,-53.89472329587516,-0.0006112167502990269
74,0.2936507936507936,101.42564108851315,0.6136278166350969,0.6136278166350969,-53.90798218124069,-0.00026091127717170536
75,0.2976190476190476,101.42811498371044,0.6131195580479726,0.6131195580479726,-53.89343402965353,-0.0005082585871244464
76,0.30158730158730157,101.46365518300561,0.6131905183967223,0.6131905183967223,-53.937644881831645,7.096034874982422e-05
77,0.3055555555555555,101.4783252442991,0.6126655890206851,0.6126655890206851,-53.93070770107673,-0.0005249293760372167
78,0.30952380952380953,101.50190662231101,0.6125531842745655,0.6125531842745655,-53.95878193415119,-0.00011240474611963731
79,0.3134920634920635,101.53094286065928,0.6125657694745503,0.6125657694745503,-54.00028818472724,1.2585199984958439e-05
80,0.31746031746031744,101.52772538588638,0.6118606100829515,0.6118606100829515,-53.97030812961897,-0.0007051593915989736
81,0.3214285714285714,101.54574214299204,0.6116297209068623,0.6116297209068623,-53.98463387922179,-0.0002308891760889926
82,0.32539682539682535,101.57370515734526,0.6116110511044466,0.6116110511044466,-54.023109996121285,-1.8669802415825453e-05
83,0.32936507936507936,101.57239526423263,0.6109242594012577,0.6109242594012577,-53.996176380887626,-0.0006867917031887403
84,0.3333333333333333,101.59669632356824,0.6108330079642412,0.6108330079642412,-54.0238334971348,-9.125143701672931e-05
85,0.33730158730158727,101.60420214609691,0.6101313529946245,0.6101313529946245,-53.99991698948097,-0.0007016549696165571
86,0.3412698412698413,101.63031570972514,0.6099060949041681,0.6099060949041681,-54.01840572720431,-0.00022525809045648208
87,0.34523809523809523,101.65893287389328,0.6097575551085632,0.6097575551085632,-54.04263580686874,-0.0001485397956048929
88,0.3492063492063492,101.69275873582187,0.6097423690229754,0.6097423690229754,-54.08032353453474,-1.5186085587794718e-05
89,0.35317460317460314,101.75755738288122,0.610252894410973,0.610252894410973,-54.17044374007883,0.0005105253879976441
90,0.3571428571428571,101.78570112002531,0.6102262426585204,0.6102262426585204,-54.206707358291446,-2.665175245255471e-05
91,0.3611111111111111,101.8051176372698,0.609752621986511,0.609752621986511,-54.20088691644727,-0.0004736206720094982
92,0.36507936507936506,101.8323808982773,0.6096436674244715,0.6096436674244715,-54.23147729968157,-0.00010895456203947101
93,0.369047619047619,101.88586314296354,0.6098107683906674,0.6098107683906674,-54.29026354650446,0.00016710096619593044
94,0.373015873015873,101.89392696215313,0.6090995850757454,0.6090995850757454,-54.2695779798361,-0.0007111833149221157
95,0.376984126984127,101.88243165869338,0.6080213273188527,0.6080213273188527,-54.20738983149308,-0.0010782577568926217
96,0.38095238095238093,101.90816327157913,0.6078222040635108,0.6078222040635108,-54.224529879712605,-0.00019912325534189894
97,0.3849206349206349,101.89193234485671,0.6069146086998751,0.6069146086998751,-54.17142282323874,-0.0009075953636356758
98,0.38888888888888884,101.92581330686372,0.6070379468298501,0.6070379468298501,-54.22355069724135,0.00012333812997507271
99,0.39285714285714285,101.9357492589502,0.606406199482552,0.606406199482552,-54.20558752208394,-0.0006317473472981606
100,0.3968253968253968,101.96600693596498,0.6060800115910145,0.6060800115910145,-54.215821053682056,-0.00032618789153745115
101,0.40079365079365076,101.97191541484317,0.6053559740375549,0.6053559740375549,-54.18884609051658,-0.000724037553459648
102,0.40476190476190477,102.01509360176658,0.6053075209454212,0.6053075209454212,-54.22526810889103,-4.845309213373725e-05
103,0.4087301587301587,102.0865973251864,0.6060475278821694,0.6060475278821694,-54.337551129084744,0.000740006936748159
104,0.4126984126984127,102.11351447138239,0.6056348374765147,0.6056348374765147,-54.341757187908875,-0.00041269040565466606
105,0.41666666666666663,102.11597882570709,0.6050696851819813,0.6050696851819813,-54.32446342525883,-0.0005651522945333325
106,0.4206349206349206,102.13098741123288,0.6047131879138727,0.6047131879138727,-54.329045160952056,-0.00035649726810862574
107,0.4246031746031746,102.13199397691653,0.6040235978581366,0.6040235978581366,-54.30125946851192,-0.0006895900557361667
108,0.42857142857142855,102.16291341572203,0.6036624242082009,0.6036624242082009,-54.312721840220725,-0.0003611736499356498
109,0.4325396825396825,102.14979092009082,0.6027779520686362,0.6027779520686362,-54.26453747125585,-0.0008844721395647622
110,0.4365079365079365,102.19112570455826,0.6030906005245146,0.6030906005245146,-54.332924170599924,0.0003126484558785137
111,0.44047619047619047,102.20127841531323,0.6027861157109176,0.6027861157109176,-54.34161385212976,-0.00030448481359717677
112,0.4444444444444444,102.26100992645839,0.6032232751810401,0.6032232751810401,-54.43022779837757,0.0004371594701227054
113,0.4484126984126984,102.28408217652374,0.6031804383480946,0.6031804383480946,-54.464351426386436,-4.283683294554317e-05
114,0.45238095238095233,102.31116653845741,0.6029366884407572,0.6029366884407572,-54.48108923939508,-0.00024374990733742603
115,0.45634920634920634,102.34458801801783,0.6029447046160391,0.6029447046160391,-54.52405860754197,8.016175281794502e-06
116,0.4603174603174603,102.3688489967268,0.6025660819671603,0.6025660819671603,-54.52722564586967,-0.0003786226488786702
117,0.46428571428571425,102.39664521777715,0.6024509642880926,0.6024509642880926,-54.558057440329165,-0.00011511767906773438
118,0.46825396825396826,102.4128775150906,0.6020944223721665,0.6020944223721665,-54.5576058073723,-0.0003565419159261807
119,0.4722222222222222,102.42700899706986,0.6015064890275076,0.6015064890275076,-54.54438780552698,-0.0005879333446587849
120,0.47619047619047616,102.43049356480027,0.6008873440404983,0.6008873440404983,-54.52228409022436,-0.0006191449870093488
121,0.4801587301587301,102.44972867121058,0.6008042112205704,0.6008042112205704,-54.55204639408289,-8.313281992788003e-05
122,0.4841269841269841,102.46360034659999,0.6006103164736014,0.6006103164736014,-54.569891765621115,-0.00019389474696903704
123,0.4880952380952381,102.46291098993358,0.6002082090223397,0.6002082090223397,-54.56285607518936,-0.00040210745126167816
124,0.49206349206349204,102.48399370957924,0.5998033188507059,0.5998033188507059,-54.565587656867315,-0.00040489017163382676
125,0.496031746031746,102.48942451626709,0.5988938411727244,0.5988938411727244,-54.520651582887346,-0.0009094776779815018
126,0.5,102.52044006160342,0.599074292674559,0.599074292674559,-54.57410082408271,0.0001804515018346082
127,0.503968253968254,102.52366417138411,0.598299029388531,0.598299029388531,-54.53721583713214,-0.0007752632860279715
128,0.5079365079365079,102.52631587328476,0.5978979937896358,0.5978979937896358,-54.5429067038168,-0.0004010355988952581
129,0.5119047619047619,102.5226883349149,0.597277179526911,0.597277179526911,-54.518606581524956,-0.000620814262724747
130,0.5158730158730158,102.56694736968517,0.5970441192161429,0.5970441192161429,-54.53805622817887,-0.00023306031076823208
131,0.5198412698412698,102.57657528293782,0.5966782370983876,0.5966782370983876,-54.54196141657859,-0.00036588211775512216
132,0.5238095238095237,102.58246229121771,0.5962577381253998,0.5962577381253998,-54.54328885311789,-0.00042049897298780057
133,0.5277777777777778,102.62980869973214,0.5963936798161469,0.5963936798161469,-54.59751567020877,0.0001359416907471014
134,0.5317460317460317,102.6660281586506,0.5963062636805163,0.5963062636805163,-54.628725912971525,-8.741613563071944e-05
135,0.5357142857142857,102.68337547792001,0.595660191775037,0.595660191775037,-54.61027496927653,-0.0006460719054792281
136,0.5396825396825397,102.74380383881393,0.5960664284711308,0.5960664284711308,-54.6957939155088,0.00040623669609374583
137,0.5436507936507936,102.77100318919891,0.5959062338922635,0.5959062338922635,-54.72146651564853,-0.0001601945788673471
138,0.5476190476190476,102.81920895417541,0.5960305476189358,0.5960305476189358,-54.77572666159939,0.0001243137266724099
139,0.5515873015873015,102.83765171044365,0.5958364476177138,0.5958364476177138,-54.79524476206002,-0.0001941000012219689
140,0.5555555555555556,102.85776193382917,0.5955970732000957,0.5955970732000957,-54.81219040760932,-0.00023937441761820138
141,0.5595238095238095,102.85366320967765,0.5948494608490985,0.5948494608490985,-54.7781065285871,-0.000747612350997135
142,0.5634920634920635,102.86566435816368,0.5944777827721837,0.5944777827721837,-54.77911962635686,-0.00037167807691482153
143,0.5674603174603174,102.9032405820368,0.5946020903170823,0.5946020903170823,-54.832393956090954,0.00012430754489862813
144,0.5714285714285714,102.93931409449013,0.5944297230162455,0.5944297230162455,-54.861727045815556,-0.00017236730083683066
145,0.5753968253968254,102.95501405719352,0.5940188240827607,0.5940188240827607,-54.85913352708485,-0.00041089893348487754
146,0.5793650793650793,102.98248293858347,0.5932368490452425,0.5932368490452425,-54.8230425776781,-0.0007819750375181365
147,0.5833333333333333,103.00876284047798,0.5932705468642971,0.5932705468642971,-54.86308032070625,3.369781905470486e-05
148,0.5873015873015872,103.02550994669825,0.5927087713648345,0.5927087713648345,-54.85088264390272,-0.0005617754994626724
149,0.5912698412698413,103.0656787665644,0.5928874816041331,0.5928874816041331,-54.90721980710108,0.0001787102392985877
150,0.5952380952380952,103.09623571184684,0.5927717111321085,0.5927717111321085,-54.940053841993446,-0.00011577047202471235
151,0.5992063492063492,103.11965195455106,0.5924113585054687,0.5924113585054687,-54.94944762051637,-0.00036035262663965584
152,0.6031746031746031,103.12911797900071,0.591830484337773,0.591830484337773,-54.934822964210774,-0.000580874167695745
153,0.6071428571428571,103.10171083226913,0.5905301840367503,0.5905301840367503,-54.85205342136596,-0.0013003003010226668
154,0.611111111111111,103.08485634609981,0.5895557176107474,0.5895557176107474,-54.7908806853977,-0.0009744664260029306
155,0.615079365079365,103.07642415277516,0.5888475077233895,0.5888475077233895,-54.76403273193899,-0.0007082098873579369
156,0.6190476190476191,103.10478553034642,0.5886655898009618,0.5886655898009618,-54.78871839341845,-0.00018191792242764615
157,0.623015873015873,103.12093103381106,0.5881577095483033,0.5881577095483033,-54.78007419560035,-0.0005078802526585762
158,0.626984126984127,103.12858770568702,0.5875551334077156,0.5875551334077156,-54.76148770977843,-0.0006025761405877233
159,0.6309523809523809,103.17592615444819,0.5877535104935462,0.5877535104935462,-54.81999383051335,0.00019837708583072983
160,0.6349206349206349,103.19166341548576,0.5872570300824913,0.5872570300824913,-54.8164380313717,-0.0004964804110549199
161,0.6388888888888888,103.25112816384328,0.5876439983227115,0.5876439983227115,-54.898101309308295,0.00038696824022021396
162,0.6428571428571428,103.27887628117634,0.587357800263964,0.587357800263964,-54.91024659633124,-0.00028619805874750435
163,0.6468253968253967,103.31634542391214,0.587185550636319,0.587185550636319,-54.93954550346302,-0.00017224962764500975
164,0.6507936507936507,103.35804564134943,0.5868195072211868,0.5868195072211868,-54.94280653094926,-0.00036604341513221314
165,0.6547619047619048,103.40642535589326,0.5869866932198,0.5869866932198,-54.99854711510635,0.00016718599861311059
166,0.6587301587301587,103.42231858947375,0.5865308648207469,0.5865308648207469,-55.00000661137699,-0.00045582839905306807
167,0.6626984126984127,103.44636232007181,0.5864583331113,0.5864583331113,-55.03398816810979,-7.253170944679553e-05
168,0.6666666666666666,103.42975621346221,0.5854395484563444,0.5854395484563444,-54.968737772508824,-0.0010187846549556466
169,0.6706349206349206,103.44017763839283,0.5848602823123904,0.5848602823123904,-54.955163789084715,-0.0005792661439539709
170,0.6746031746031745,103.44620506724394,0.5843409363740704,0.5843409363740704,-54.94439244265536,-0.000519345938319994
171,0.6785714285714285,103.46996240072649,0.584126927193486,0.584126927193486,-54.96410803061824,-0.0002140091805845274
172,0.6825396825396826,103.48956770995362,0.5837001097344038,0.5837001097344038,-54.96356263081857,-0.000426817459082151
173,0.6865079365079365,103.52096976095702,0.5835380732562325,0.5835380732562325,-54.99067011552651,-0.00016203647817126257
174,0.6904761904761905,103.5327137959384,0.5829316045201973,0.5829316045201973,-54.97080803678713,-0.0006064687360352089
175,0.6944444444444444,103.54809390529213,0.5826547352196318,0.5826547352196318,-54.98387489387526,-0.000276869300565446
176,0.6984126984126984,103.55847762909131,0.5823217574583012,0.5823217574583012,-54.99380500150625,-0.0003329777613307513
177,0.7023809523809523,103.59874885740048,0.582092628858415,0.582092628858415,-55.01295592054322,-0.00022912859988615458
178,0.7063492063492063,103.61993294087152,0.5815319925177374,0.5815319925177374,-55.00201807361357,-0.0005606363406775479
179,0.7103174603174602,103.6274378936864,0.5808770665530134,0.5808770665530134,-54.979760036775794,-0.0006549259647240198
180,0.7142857142857142,103.63746678674129,0.5801283860897847,0.5801283860897847,-54.947409018259286,-0.0007486804632287404
181,0.7182539682539683,103.65694508649541,0.5800417000684365,0.5800417000684365,-54.98001642133824,-8.668602134810799e-05
182,0.7222222222222222,103.71249405730181,0.579765445793667,0.579765445793667,-54.99309943911425,-0.00027625427476949576
183,0.7261904761904762,103.75361401268042,0.5794490780769745,0.5794490780769745,-55.00150169723198,-0.00031636771669250907
184,0.7301587301587301,103.73733459568038,0.5788190865648551,0.5788190865648551,-54.98299330695756,-0.0006299915121193842
185,0.7341269841269841,103.77297700345594,0.5783602364571084,0.5783602364571084,-54.9794125385851,-0.00045885010774673516
186,0.738095238095238,103.80590979081788,0.5785897703947616,0.5785897703947616,-55.04207808343478,0.00022953393765315827
187,0.742063492063492,103.84075246083277,0.5788041414670833,0.5788041414670833,-55.10624134055241,0.00021437107232167318
188,0.746031746031746,103.88178114578659,0.5792982241129694,0.5792982241129694,-55.20041776596764,0.0004940826458861069
189,0.75,103.90019084069165,0.5794193886011965,0.5794193886011965,-55.25291143478535,0.00012116448822709925
190,0.753968253968254,103.90228232901748,0.5789752571925998,0.5789752571925998,-55.2556710918467,-0.0004441314085966038
191,0.7579365079365079,103.92359336891856,0.5781823235535045,0.5781823235535045,-55.22297103728608,-0.0007929336390953098
192,0.7619047619047619,103.96177471192277,0.5785351052371459,0.5785351052371459,-55.303639417680586,0.0003527816836414455
193,0.7658730158730158,103.97698167676626,0.5780070420802953,0.5780070420802953,-55.29197494145621,-0.0005280631568506718
194,0.7698412698412698,103.98407060328213,0.5777275940345862,0.5777275940345862,-55.30519358535708,-0.0002794480457090048
195,0.7738095238095237,104.004972366557,0.5775427755749133,0.5775427755749133,-55.320901130853294,-0.00018481845967297997
196,0.7777777777777777,104.03633812775783,0.576908189989716,0.576908189989716,-55.300970599360845,-0.0006345855851972763
197,0.7817460317460317,104.06622435487625,0.5765159047837173,0.5765159047837173,-55.30472449312172,-0.0003922852059987674
198,0.7857142857142857,104.07187857233258,0.5755713924294465,0.5755713924294465,-55.25392043554569,-0.0009445123542708021
199,0.7896825396825397,104.10201474034257,0.5748854312066113,0.5748854312066113,-55.2289561891831,-0.0006859612228351983
200,0.7936507936507936,104.0973204609819,0.5738870267997989,0.5738870267997989,-55.16954766081431,-0.000998404406812423
201,0.7976190476190476,104.10976290817648,0.5737239974723255,0.5737239974723255,-55.19184363763947,-0.0001630293274733571
202,0.8015873015873015,104.15928184556927,0.5737923336035728,0.5737923336035728,-55.24281407388449,6.833613124728652e-05
203,0.8055555555555555,104.19320789370073,0.5741900997317301,0.5741900997317301,-55.32413878120579,0.00039776612815727654
204,0.8095238095238095,104.20682234493977,0.5739195264726481,0.5739195264726481,-55.33989419188213,-0.00027057325908199184
205,0.8134920634920635,104.23320414622643,0.5737721371088448,0.5737721371088448,-55.369552632973274,-0.00014738936380318982
206,0.8174603174603174,104.25928039022781,0.5739124944204459,0.5739124944204459,-55.42252873773178,0.0001403573116009846
207,0.8214285714285714,104.3011732334446,0.5738305666352644,0.5738305666352644,-55.457693672602254,-8.192778518150928e-05
208,0.8253968253968254,104.33116211997707,0.5738198167310685,0.5738198167310685,-55.50316344477342,-1.0749904195832904e-05
209,0.8293650793650793,104.37922415334224,0.5742321408596567,0.5742321408596567,-55.58983077843106,0.0004123241285881888
210,0.8333333333333333,104.41164657498028,0.5741353026401613,0.5741353026401613,-55.621466309829444,-9.683821949532412e-05
211,0.8373015873015872,104.4180678676109,0.5736499079195289,0.5736499079195289,-55.61859837295541,-0.0004853947206324184
212,0.8412698412698412,104.4637093647646,0.5738278738967684,0.5738278738967684,-55.67437764556997,0.00017796597723929655
213,0.8452380952380952,104.49082580584312,0.5738585163589676,0.5738585163589676,-55.72211206232819,3.0642462199312104e-05
214,0.8492063492063492,104.49136814650635,0.5735880241004867,0.5735880241004867,-55.73221266658101,-0.0002704922584809123
215,0.8531746031746031,104.50488909904328,0.5728425728322444,0.5728425728322444,-55.70341162814372,-0.000745451268242287
216,0.8571428571428571,104.54073809394802,0.5730754165264842,0.5730754165264842,-55.766556928375316,0.00023284369423981594
217,0.861111111111111,104.56319186560835,0.5722433091208167,0.5722433091208167,-55.7292921945027,-0.0008321074056675277
218,0.865079365079365,104.5930662231805,0.5718869942419018,0.5718869942419018,-55.737004132560244,-0.0003563148789148495
219,0.869047619047619,104.60719097364996,0.5713356846037088,0.5713356846037088,-55.72587415626734,-0.0005513096381930679
220,0.873015873015873,104.66132587876126,0.5711998411085705,0.5711998411085705,-55.756570690823274,-0.00013584349513831562
221,0.876984126984127,104.70126686459544,0.5716700679655342,0.5716700679655342,-55.84329759551317,0.0004702268569638224
222,0.8809523809523809,104.72054575926322,0.5710330785212715,0.5710330785212715,-55.82328548850913,-0.0006369894442628778
223,0.8849206349206349,104.71804016737579,0.5694721398170525,0.5694721398170525,-55.71009830737184,-0.0015609387042189093
224,0.8888888888888888,104.75443021027087,0.5692643961035906,0.5692643961035906,-55.731789485223175,-0.00020774371346189504
225,0.8928571428571428,104.785769402692,0.5681947290947912,0.5681947290947912,-55.669985899297174,-0.0010696670087993957
226,0.8968253968253967,104.817986336611,0.5688351186733847,0.5688351186733847,-55.77846000543265,0.000640389578593463
227,0.9007936507936507,104.83443910765587,0.5686450272205412,0.5686450272205412,-55.79623914742025,-0.0001900914528434729
228,0.9047619047619047,104.84192430815074,0.5681727766165555,0.5681727766165555,-55.790733563761066,-0.00047225060398565084
229,0.9087301587301587,104.86169786350739,0.5676892359295056,0.5676892359295056,-55.7870017698508,-0.0004835406870498945
230,0.9126984126984127,104.8759161088056,0.5677037723615779,0.5677037723615779,-55.830562468866376,1.453643207228068e-05
231,0.9166666666666666,104.87782530498448,0.5659638826207007,0.5659638826207007,-55.698122610988094,-0.0017398897408770991
232,0.9206349206349206,104.87449734042413,0.5648175981937891,0.5648175981937891,-55.62510128827596,-0.0011462844269116417
233,0.9246031746031745,104.91030647135423,0.5653292718959709,0.5653292718959709,-55.72316247185348,0.0005116737021817634
234,0.9285714285714285,104.95233734842316,0.5652001576917688,0.5652001576917688,-55.75665299818093,-0.00012911420420208363
235,0.9325396825396824,104.94744463885276,0.5641806563516396,0.5641806563516396,-55.69692302152695,-0.0010195013401291366
236,0.9365079365079365,104.97628511924543,0.5642986884100765,0.5642986884100765,-55.752377196879635,0.00011803205843671751
237,0.9404761904761905,104.95075362853133,0.5633169487068768,0.5633169487068768,-55.69562903533012,-0.000981739703199566
238,0.9444444444444444,104.9974933153723,0.5641042789783711,0.5641042789783711,-55.814145062532845,0.0007873302714943659
239,0.9484126984126984,105.03354598638985,0.5642696155169953,0.5642696155169953,-55.87544472163026,0.00016533653862417183
240,0.9523809523809523,105.05402819645848,0.5641875696422903,0.5641875696422903,-55.90988995814214,-8.204587470501817e-05
241,0.9563492063492063,105.05069540135325,0.5635691240469258,0.5635691240469258,-55.88975013475785,-0.0006184455953645243
242,0.9603174603174602,105.09412254815707,0.5631817970335417,0.5631817970335417,-55.89615880016567,-0.00038732701338418214
243,0.9642857142857142,105.10867298857576,0.563128817170793,0.563128817170793,-55.93034004268051,-5.297986274870232e-05
244,0.9682539682539681,105.12880000906989,0.5621416766890904,0.5621416766890904,-55.871545617718716,-0.000987140481702529
245,0.9722222222222222,105.13640769020435,0.5620380450789755,0.5620380450789755,-55.903965523124704,-0.00010363161011491215
